EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
579262,MICRONESIA (ZONE), ,03/26/2015,0,Hurricane (Typhoon), , ,4,10,4000000,2000000,XX,GST10, ,96339,Z,2,GUM,0,0,Emergency Manager, , , , , , , , ,03/31/2015,2359, , , , ,"On the night of the 26th of March, a tropical disturbance was noted 135 miles east-southeast of Pohnpei. It became the subject of a Tropical Cyclone Formation Alert issued by the Joint Typhoon Warning Center. By the afternoon of the 27th the system intensified to become Tropical Depression (TD) 04W. It was located 35 miles west of Pohnpei at that time. By the night of the 27th, 04W had become a tropical storm. At that time, it was located 320 miles east of Chuuk. The tropical storm was eventually named Maysak.||By the morning of the 29th, Maysak intensified into a typhoon. At this time, it was |65 miles east of Chuuk and 30 miles north of Losap. The typhoon passed across Chuuk Lagoon on that day. The highest wind gust recorded at the Weather Service Office (WSO) on Weno Island in Chuuk Lagoon on the afternoon of the 29th was 71 mph. The typhoon also brought between 6 and 7 inches of rain to Weno Island in Chuuk Lagoon. ||The typhoon caused four reported deaths on Weno in Chuuk State, two adults and two children. One male adult died after a tree fell on his house and the other adult died in a mudslide. One of the children died from injury due to a sheet of airborne tin and the other child was a newborn in distress who did not make it to the hospital because fallen trees blocked the roads. Ten additional people were treated for injuries sustained from Typhoon Maysak.||International Office for Migration (IOM) staff in Weno, Chuuk, reported roofs of buildings blown off, damaged seawalls, power lines down, and that a number of houses, stores, and local market stands were destroyed. Damage to crops was extensive with breadfruit, coconut, and mango trees being felled. The damages included 80 percent of the breadfruit and banana trees were damaged and 80 percent of taro plants were also damaged. 830 homes were heavily damaged or destroyed in Chuuk and more than 6700 people were displaced.||Apart from the damage across the Chuuk Lagoon and several atolls, the typhoon was also responsible for the sinking or damaging of vessels at the Chuuk port. The Truk Siren and Lien Pwaki, two vessels in Chuuk Lagoon, sunk or were partially submerged as a result of the storm. Nien Neufich, Nien Chuuk, Miss Transco, The Odyssey, Micro Peace, Exodus and the Chinese vessel, Wing Dong, had run aground and were damaged. The Exodus sank at Mechitiw.||Other locations in Chuuk State also reported damage. On the 29th of March, Fananu and Nomwin reported damage to crops. Onoun reported that food crops were destroyed. Polowat indicated the there were damages to trees, crops and houses. In Pollap, it was reported that ���almost all��� houses are seriously damaged, |and that trees and crops damaged. A situation overview via SSB radio between Disaster Coordination Office (DCO) staff and a Municipal government official on Losap Island in the Upper Morlocks indicates partial damage to water and food supplies and agriculture, and identified their most critical need as food. An estimated $2.4 million damage was done to Chuuk's infrastructure. ||After passing through Chuuk State, Typhoon Maysak crossed Yap State. On the evening of March 30th, the storm passed about 30 miles to the north of Yap's outer island of Faraulep. This island has an estimated population of 170 people. Radio communication with the island on the next day indicated that there were no injuries or fatalities caused by the typhoon. Fruit trees were, however, reported down, but boats were undamaged. There was also contamination of fresh water wells and taro |patches were inundated with salt water. There was also damage to buildings including the dispensary.||On the afternoon of the 31st Maysak become a Super Typhoon. A super Typhoon is one that has winds equal to and exceeding 150 mph. At this time Maysak was only 55 miles east-northeast of Fais. Late on the night of the 31st, Maysak passed about 55 Mile northwest of Fais and 35 miles northeast of Ulithi. Communications with the Ulitihi High School principal on the morning of 31 March revealed that there were ���about 600��� people on the island. The FSM 2010 Census indicates 294 people on the island of Fais, which is described as a raised coral island with a maximum elevation of 59 feet. ||Reports from Ulithi indicated that the typhoon knocked down many trees including large fruit trees. Sea level inundation also destroyed crops and deposited salt into the soil. It will take time to desalinate the soil, approximately a year before the crops can be replanted. Many houses were damaged on Ulithi.  Despite the high winds, there were no deaths or serious injuries on Ulithi Atoll.","Between the 26th and 31st of March, Typhoon Maysak moved across Chuuk and Yap|States in Micronesia.  It killed four people in Chuuk Lagoon, and flattened much of Ulithi Atoll in Yap State.",1
596410,MICRONESIA (ZONE), ,04/01/2015,0,Hurricane (Typhoon), , ,0,0,500000,500000,XX,GST10, ,99324,Z,2,GUM,0,0,Newspaper, , , , , , , , ,04/02/2015,0, , , , ,"Typhoon Maysak formed over eastern Micronesia and treked across Pohnpei, Chuuk and Yap States in March. During the first few days of April, Super Typhoon Maysak|continued its travel across Yap State.||Around midnight on the 1st, Super Typhoon Maysak passed 25 miles northeast of Ulithi. At this time Maysak had winds up to 160 mph with typhoon force winds|extending out to 45 miles from the center.||Around sunrise on the first, the Super Typhoon passed 70 miles north of Yap.||Ulithi has about 800 residents and it is only about 6 to 12 feet high.�� |Reports from Ulithi indicated that the typhoon force winds knocked down many trees including fruit trees. Sea level inundation also destroyed crops and deposited salt into the soil. It will take time to desalinate the soil, approximately a year before the crops can be replanted. Many houses were also damaged on Ulithi. Most cement structures withstood Maysak's damage, but everything else was damaged and most destroyed. The high school was completely destroyed along with just about every home. Peak winds reported at 100+ mph on Ulithi before communications lost ahead of eyewall passage. Maximum winds were estimated to be around 140 mph.||Falalop Island at Ulithi Atoll...Typhoon Maysak leveled nearly every structure on the Islands. The Outer Islands School was destroyed, 95% of family taro and vegetable gardens destroyed and rain water collection facilities destroyed leaving some children sick from contaminated water. Local chiefs estimate the current population of Falalop to be 260, including students from outer islands currently in school session.||Last reported peak wind 60 mph at airport station on Yap.","Typhoon Maysak had ravaged parts of Micronesia at the end of March. The typhoon continued on its destructive path on the first few days of April.",2
596416,MICRONESIA (ZONE), ,05/04/2015,0,Hurricane (Typhoon), , ,1,0,50000,50000,XX,GST10, ,99327,Z,2,GUM,0,0,Official NWS Observations, , , , , , , , ,05/07/2015,0, , , , ,"Around noon time on the 3rd of May Tropical Depression 06W formed over Yap State about 155 miles southeast of Ulithi.|   On the morning of the 4th the tropical depression became Tropical Storm Noul and passed close to Fais. The tropical storm moved west and passed just south of Ulithi on the evening of the 4th.|   Noul continued to move westward and intensify. It passed near Yap on the morning of the 6th as a typhoon.|   Maximum sustained winds observed on Yap was 38 mph with a peak wind gust to 72 mph on the morning of the 6th. The typhoon brought heavy rain to Yap with 7.34 inches of rain falling on the 5th and 4.31 inches falling on the 6th. The lowest Sea Level Pressure that was recorded was 989.8mb at 1755Z on the 5th which is the morning of the 6th on Yap.","During the first week of May Typhoon Noul passed across Yap State in Micronesia.",3
596424,ROTA (ZONE), ,05/14/2015,1200,Hurricane (Typhoon), , ,0,0,2000000,500000,XX,GST10, ,99329,Z,8,GUM,0,0,Newspaper, , , , , , , , ,05/16/2015,0, , , , ,"As Typhoon Dolphin passed south of Rota, many homes on Rota were also damaged or destroyed. Numerous power lines and trees were knocked down.","Tropical Storm Dolphin eventually became a typhoon as it approached the Marianas during the second of May.",4
596423,GUAM (ZONE), ,05/14/2015,1200,Hurricane (Typhoon), , ,0,0,5000000,1200000,XX,GST10, ,99329,Z,6,GUM,0,0,Newspaper, , , , , , , , ,05/16/2015,0, , , , ,"On the 15th of May, the Typhoon Dolphin approached the Mariana Islands. Typhoon Dolphin passed through the Rota Channel, just north of Guam on the night of the 15th. The southern eyewall of the typhoon passed over northern Guam. Tropical storm and typhoon force winds were experienced on Guam from the afternoon of the 15th through the morning of the 16th. The maximum sustained winds observed at Andersen Air Force Base, located on the northern part of Guam, was 84 mph. The highest gust at the Air Force Base was 106 mph. |   The National Weather Service Office, located in the central part of the island recorded a maximum sustained wind of 56 mph with a peak gust of 81 mph. |   The typhoon brought with it a lot of moisture, which resulted in heavy rainfall over the islands with between 12 and 14 inches of rain being observed on Guam. The heavy rain brought brief flooding in poor drainage areas and also water damage at the Guam Memorial Hospital, causing about $1.0 million damage to the hospital.|   The lowest sea level pressure was 972.1 mb and was observed at Andersen Air Force Base 858Z on the 15th (around 7 p.m. on the 15th local time). |   The typhoon caused disruption to the electrical power grid on Guam with 40 percent of the power customers experiencing power outages. Power to mainly northern and central Guam was affected. |   There are 100 water wells on Guam with 89 backup generators to service these|wells. As only 47 of these generators were fully operational when the typhoon arrived, 3300 water customers experienced outages. Many of the backup generators experienced malfunctions. An estimated $3.0 million damage was done to utilities by the typhoon.|   On Guam, 8 schools served as storm shelters. During the passage of the typhoon, the shelters held more than 1000 people. The last shelter closed on 23rd May. A reported 1055 individuals were left without a home and were given tents and canopies to live in.  Most were from the villages of Yigo and Dededo. A total of 390 homes were affected by the typhoon, with 64 destroyed or heavily damaged.|   There was damage to fruit trees and other agricultural crops on Guam. An example of the damage was that done to banana crops with more than 7000 trees being damaged as the southern eyewall passed over Guam. An estimated $1.2 million worth of damage was done to crops. An additional $1.9 million damage was done to commercial businesses on the island.|   A 50-foot recreational vessel broke free of its moorings during the typhoon. The Makena was moored in Apra Harbor and eventually sunk in 15 feet of water. The Makena had 1500 gallons of diesel fuel on board. Contractors successfully removed the oil and other items from the sunken vessel a few days later.|   A side note to the typhoon damage was that done to a few endangered Ironwood trees. The University of Guam has a project to repopulate the island with ironwood trees. Thirty-nine of 60 trees planted were killed by the typhoon.  It was hoped that the trees would gain enough maturity to be able to produce seeds. The typhoon killed the trees before they reached this mature stage.","Tropical Storm Dolphin eventually became a typhoon as it approached the Marianas during the second of May.",5
596425,SAIPAN (ZONE), ,05/15/2015,1200,Hurricane (Typhoon), , ,0,0,10000,10000,XX,GST10, ,99329,Z,7,GUM,0,0,Official NWS Observations, , , , , , , , ,05/16/2015,0, , , , ,"As Typhoon Dolphin passed through the Marianas, it produced tropical storm force winds across Saipan. Maximum sustained winds of 39 mph with a gust to 63 mph was observed at the airport. The typhoon brought only 3.5 inches of rain to Saipan. The lowest sea level pressure recorded was 999.2 mb around 6 p.m. on the 15th.","Tropical Storm Dolphin eventually became a typhoon as it approached the Marianas during the second of May.",6
601887,SAIPAN (ZONE), ,08/02/2015,0,Hurricane (Typhoon), , ,0,40,20000000,1000000,XX,GST10, ,100511,Z,7,GUM,0,0,Newspaper, , , , , , , , ,08/03/2015,500, , , , ,"On the morning of the 29th of July a tropical disturbance was located about 250 miles northwest of Kwajalein. The disturbance moved westward as it increased in intensity. Eventually, on the evening of July 30th it became Tropical Depression 13W when it was 985 miles east of Guam. The depression continued to intensify and by the next morning it became Tropical Storm Soudelor. Late in the afternoon of August 2nd Soudelor become a typhoon when it was 60 miles east-southeast of Saipan. During the day radar imagery indicated that the eye was only 5 miles across with a small eyewall surrounding it. Between 11 pm on the 2nd and 12 am on the 3rd Soudelor passed across Saipan. The eye and associated wind field was very small. It is amazing that despite the small size the typhoon managed to pass across Saipan. ||Observations from the Saipan International Airport were lacking during the passage of the typhoon. Just before 11 pm the airport did record a sustained winds of 54 mph with a peak gust of 91 mph. This however did not depict the full fury of the storm as|a wind damage assessment showed that winds of 130 mph with gust to 160 mph|were likely. ||Despite the damaging winds no fatalities were reported, but 40 people |were injured.  Damage across the island of Saipan was extensive. |At the Mobil fuel tank farm a 20 foot cargo container blown by the wind breached a |120,000 gallon fuel storage tank, causing 11,000 of gallons of gasoline to spill|into a containment area around the tank. Another tank of fuel was damaged, causing|500 gallons of diesel fuel to enter the water at the Port of Saipan. ||The typhoon caused three vessels to be blown from their moorings which later ran aground in Tanapag Harbor.||At the Saipan International Airport, two Cessna aircraft parked there were damaged.||Rain from the typhoon flooded the power plant in Saipan. The typhoon force winds|toppled power poles across Saipan. It was estimated that 50 percent of the primary |power distribution system was destroyed. The damage amounted to 150 power poles and 114 transformers. Across Saipan roofs were ripped off from houses and  cars were flipped over.||An estimated $20 million in damage were the result of the typhoon. At the Saipan|Zoo, there was $150,000 in damage. It was noted that some stores in Saipan donated their meat to the zoo to feed some of the animals. The meat was given because of the lack of power there was no way to refrigerate what they had, so they felt that at least they could donate it.||Typhoon Soudelor also brought devastation to the natural environment in Saipan.|Over 65 percent of of nesting bird species on the island are affected due to loss of nests. Fruit bats also had nesting areas damaged by the typhoon.","Typhoon Soudelor moves across the Western Pacific during the two weeks of|August. It passed across the island of Saipan late on the 2nd and early on the|3rd of August.",7
633404,TUTUILA (ZONE), ,04/22/2016,0,Hurricane (Typhoon), , ,0,0,0,0,XX,SST-11, ,105572,Z,2,ASO,0,0,Official NWS Observations, , , , , , , , ,04/23/2016,1800, , , , ,"Hurricane Amos passed near American Samoa during the early morning hours on the 23rd of April. The strongest wind speed and highest gusts were reported from the NOAA ESRL in Matatula, with winds peaking to near 65 MPH Gusts 74 MPH. Several residents on Tutuila self-evacuated their families to avoid storm surge and coastal inundation. There were downed plantations, fallen trees and damaged outdoor kitchens reported from the village of Fitiuta in Manu'a. The south-facing shores of all Islands were heavily impacted by strong swells and dangerous surfs, and coastal erosion was noticeable along the Nuuuli/Coconut Point which impacted the road forcing motorists to drive on only one lane. No injuries or fatalities reported.","Hurricane Amos passed near American Samoa during the early morning hours on the 23rd of April. The strongest wind speed and highest gusts were reported from the NOAA ESRL in Matatula, with winds peaking to near 65 MPH Gusts 74 MPH. Several residents on Tutuila self-evacuated their families to avoid storm surge and coastal inundation. There were downed plantations, fallen trees and damaged outdoor kitchens reported from the village of Fitiuta in Manu'a. The south-facing shores of all Islands were heavily impacted by strong swells and dangerous surfs, and coastal erosion was noticeable along the Nuuuli/Coconut Point which impacted the road forcing motorists to drive on only one lane. No injuries or fatalities reported.",8
633406,MANU'A (ZONE), ,04/22/2016,0,Hurricane (Typhoon), , ,0,0,0,0,XX,SST-11, ,105572,Z,3,ASO,0,0,Official NWS Observations, , , , , , , , ,04/23/2016,1800, , , , ,"Hurricane Amos passed near American Samoa during the early morning hours on the 23rd of April. The strongest wind speed and highest gusts were reported from the NOAA ESRL in Matatula, with winds peaking to near 65 MPH Gusts 74 MPH. Several residents on Tutuila self-evacuated their families to avoid storm surge and coastal inundation. There were downed plantations, fallen trees and damaged outdoor kitchens reported from the village of Fitiuta in Manu'a. The south-facing shores of all Islands were heavily impacted by strong swells and dangerous surfs, and coastal erosion was noticeable along the Nuuuli/Coconut Point which impacted the road forcing motorists to drive on only one lane. No injuries or fatalities reported.","Hurricane Amos passed near American Samoa during the early morning hours on the 23rd of April. The strongest wind speed and highest gusts were reported from the NOAA ESRL in Matatula, with winds peaking to near 65 MPH Gusts 74 MPH. Several residents on Tutuila self-evacuated their families to avoid storm surge and coastal inundation. There were downed plantations, fallen trees and damaged outdoor kitchens reported from the village of Fitiuta in Manu'a. The south-facing shores of all Islands were heavily impacted by strong swells and dangerous surfs, and coastal erosion was noticeable along the Nuuuli/Coconut Point which impacted the road forcing motorists to drive on only one lane. No injuries or fatalities reported.",9
655883,COASTAL FRANKLIN (ZONE), ,09/01/2016,1900,Hurricane (Typhoon), , ,0,0,704000,0,FL,EST-5, ,108553,Z,115,TAE,0,0,Emergency Manager, , , , , , , , ,09/02/2016,700, , , , ,"","Hurricane Hermine impacted the Florida big bend in early September with significant storm surge along the coast and strong winds inland which downed numerous trees and power lines, resulting in extended power outages in Tallahassee.  The following inundation values (height above mean higher high water) were estimated along the coast.  Panama City Beach:  1.71 ft, Panama City Marina:  1.60 ft, Apalachicola:  3.04 ft, Curtis Mill (US-319):  5.29 ft, Spring Creek Entrance:  5.91 ft, Town of Saint Marks:  5.08 ft, Saint Marks Lighthouse:  6.28 ft, Nutall Rise (Aucilla River):  6.07 ft, Econfina River:  7.17 ft, Spring Warrior Creek:  8.57 ft, Jabo Road (Taylor county):  7.94 ft, Keaton Beach:  7.57 ft, Steinhatchee Entrance:  7.30 ft, Shired Creek (Dixie county):  7.24 ft, Gopher River (Dixie county):  6.19 ft.  In addition, storm surge was noted up the Suwannee River past the US-19 gauge at Wilcox, which is more than 20 river miles from the mouth of the river.  The Wakulla River at Wakulla Springs also had its 2nd highest crest on record behind Hurricane Dennis (2005) at 7.49 ft NGVD29.  There were three tornadoes confirmed, all brief EF0's in Taylor county with no damage reported from them.  Rainfall generally ranged from 3-8 with minimal impacts from inland flooding.  Inland wind impacts were significant.  County by county impacts are as follows.  ||In Taylor county, 6 people were rescued from high water related to surge in Steinhatchee.  There were also 5 other rescues in the county.  Approximately 75 homes or businesses sutained major damage, 60 had minor damage, and 140 were affected.  Public assistance damage values were listed $907,000 for the county.  Additional individual assistance damage values were estimated at around $4,490,000 with $200,000 assigned to a destroyed structure, $50,000 assigned to a structure with major damage, $10,000 assigned to a structure with minor damage, and $1,000 assigned to a structure that was affected.||In Liberty county, there were sporadic power outages reported with public assistance damage values listed at $110,748.  ||In Franklin county, a mandatory evacuation of residents on Saint George Island occurred with the causeway being closed.  Surge flooding was reported in Apalachicola, Carrabelle Beach, and Alligator Point.  Approximately 27 homes or businesses were destroyed, 43 suffered major damage, 102 suffered minor damage, and 100 others were affected.  Public assistance damage values were listed at $703,872.  Additional individual assistance damage values were estimated at about $8,670,000 based on the numbers of homes and businesses damaged or destroyed.||In Dixie county, mandatory evacuations were ordered.  There were 61 homes or businesses that were destroyed, 540 that sustained major damage, 322 that sustained minor damage, and 660 others that were affected.  Public assistance damage values were listed at $3,269,599.  Additional individual assistance damage values were estimated at around $43,080,000 based on the numbers of homes and businesses damaged or destroyed.||In Wakulla county, mandatory evacuations were ordered for special needs and Zone A residents.  There were 133 trees down on roadways across the county and 115 power lines down.  One home or business was destroyed with 4 sustaining major damage.  There were an additional 43 with minor damage and 11 others affected.  Approximately 14759 customers lost power in the county.  Public assistance damage values were listed at $1,198,687.  Additional individual assistance damage values were estimated at around $841,000 based on the numbers of homes and businesses damaged or destroyed.||In Madison and Jefferson counties, there were numerous trees and power lines blown down.  Public assistance damage values were listed at $722,908 for Madison county and $681,697 for Jefferson county.||In Leon county, there were numerous trees and power lines blown down across the county and city of Tallahassee.  There were 45 homes or businesses destroyed, 187 suffered major damage, 259 suffered minor damage, and 238 were affected.  An estimated 80 percent of the city of Tallahassee lost power with roughly 145,000 homes or businesses without power at the peak of the outage.  On day 6 of the power outage, there were still 3685 residents without power.  The peak wind gust measured in the county was 64 mph at the FSU campus, but some gusts were not recorded due to the widespread power outages, and the actual peak gust was likely higher than that.  Public assistance damage values were listed at $8,771,036.  Additional individual assistance damage values were estimated at about $21,200,000 based on the numbers of homes and businesses damaged or destroyed.",10
